"measure","ethnicity","ethnicity_type","time","geography","geography_type","geography_code","gender","age","ns_sec","value","value_type","denominator","numerator","upper_95_c_i","lower_95_c_i","standard_error","sample_size"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","England","Country","NA","Other Gender","16+","All","?","%","?","?","?","?","NA","?"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","England","Country","NA","Other gender","16+","All","9.6","%","677","65","14.2","6.4","2","394"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","London","Region","NA","All","16+","All","10.1","%","11579.2","1172.1","11","9.3","0.4","7918"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","London","Region","NA","All","16+","All","11.8","%","13723","1623","12.7","11","NA","10782"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","London","Region","NA","All","16+","All","12.1","%","13469","1628","13","11.3","NA","10250"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","London","Region","NA","All","16+","All","10.4","%","12093","1255","11.2","9.6","NA","8553"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","London","Region","NA","All","16+","All","11.2","%","12489","1393","12.1","10.3","NA","8424"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","London","Region","NA","All","16+","All","10.6","%","12134","1288","11.6","9.7","NA","8229"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","London","Region","NA","All","16+","All","10.9023607","%","12003.267088136","1308.639477582","11.856235","10.016508","NA","8104"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","North East","Region","NA","All","16+","All","9.7","%","7796.7","754.4","10.8","8.7","0.5","6704"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","North East","Region","NA","All","16+","All","12","%","8757","1049","13","11","NA","8305"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","North East","Region","NA","All","16+","All","11.8","%","8596","1010","12.7","10.9","NA","8166"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","North East","Region","NA","All","16+","All","11.2","%","7917","883","12.3","10.1","NA","6523"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","North East","Region","NA","All","16+","All","11.8","%","7937","936","13","10.7","NA","6731"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","North East","Region","NA","All","16+","All","11.2","%","7741","869","12.4","10.1","NA","6779"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","North East","Region","NA","All","16+","All","11.2413488","%","7758.158867759","872.121699955","12.4843609","10.1078038","NA","6815"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","North West","Region","NA","All","16+","All","11.1","%","18972.6","2102.7","11.7","10.5","0.3","22702"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","North West","Region","NA","All","16+","All","12.2","%","21865","2658","12.8","11.6","NA","24794"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","North West","Region","NA","All","16+","All","12","%","21363","2556","12.6","11.4","NA","23824"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","North West","Region","NA","All","16+","All","12.6","%","19623","2472","13.2","12","NA","23149"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","North West","Region","NA","All","16+","All","12","%","19657","2352","12.6","11.4","NA","23058"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","North West","Region","NA","All","16+","All","11.1","%","19428","2154","11.7","10.5","NA","23026"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","North West","Region","NA","All","16+","All","10.9503964","%","19406.550249389","2125.094171211","11.5228788","10.403012","NA","23014"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","South East","Region","NA","All","16+","All","11.3","%","23404.6","2645.7","11.8","10.8","0.3","26887"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","South East","Region","NA","All","16+","All","12.1","%","26984","3276","12.6","11.6","NA","30877"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","South East","Region","NA","All","16+","All","13","%","26303","3416","13.5","12.5","NA","30596"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","South East","Region","NA","All","16+","All","12.3","%","24224","2980","12.8","11.8","NA","28688"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","South East","Region","NA","All","16+","All","12.1","%","24443","2957","12.6","11.6","NA","28183"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","South East","Region","NA","All","16+","All","11.3","%","23819","2682","11.8","10.8","NA","28499"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","South East","Region","NA","All","16+","All","11.4231624","%","23733.029991102","2711.062557827","11.9502139","10.916474","NA","26930"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","South West","Region","NA","All","16+","All","11","%","15828.8","1747.6","11.8","10.3","0.4","14569"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","South West","Region","NA","All","16+","All","12.3","%","18026","2220","13.1","11.6","NA","20438"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","South West","Region","NA","All","16+","All","12.2","%","17654","2149","12.8","11.6","NA","20285"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","South West","Region","NA","All","16+","All","11.5","%","16208","1860","12.2","10.8","NA","17960"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","South West","Region","NA","All","16+","All","11.7","%","16468","1931","12.5","11","NA","17662"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","South West","Region","NA","All","16+","All","11.1","%","16071","1784","12","10.3","NA","14326"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","South West","Region","NA","All","16+","All","10.973052","%","16036.282425087","1759.669612853","11.8203663","10.1794639","NA","14521"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","West Midlands","Region","NA","All","16+","All","11.5","%","13772.9","1588.5","12.2","10.9","0.3","15257"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","West Midlands","Region","NA","All","16+","All","12.6","%","15980","2015","13.3","11.9","NA","16535"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","West Midlands","Region","NA","All","16+","All","12.8","%","15622","1998","13.5","12.1","NA","16103"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","West Midlands","Region","NA","All","16+","All","12.6","%","14273","1802","13.4","11.9","NA","13982"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","West Midlands","Region","NA","All","16+","All","12.7","%","14500","1837","13.4","11.9","NA","13773"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","West Midlands","Region","NA","All","16+","All","12.4","%","14160","1754","13.2","11.6","NA","13716"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","West Midlands","Region","NA","All","16+","All","12.417288","%","14021.458086996","1741.084834204","13.1721874","11.6998223","NA","14179"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2015 to Nov 2016","Yorkshire And The Humber","Region","NA","All","16+","All","11.4","%","16554","1883","12.2","10.6","NA","13614"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2016 to Nov 2017","Yorkshire And The Humber","Region","NA","All","16+","All","11.8","%","16323","1929","12.6","11.1","NA","13212"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2017 to Nov 2018","Yorkshire And The Humber","Region","NA","All","16+","All","12.1","%","14787","1791","12.9","11.3","NA","12347"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2018 to Nov 2019","Yorkshire And The Humber","Region","NA","All","16+","All","12.1","%","14926","1805","12.9","11.3","NA","14927"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2019 to Nov 2020","Yorkshire And The Humber","Region","NA","All","16+","All","11.1","%","14773","1639","11.9","10.3","NA","15113"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2020 to Nov 2021","Yorkshire And The Humber","Region","NA","All","16+","All","11.3147866","%","14643.66393128","1656.89931938","12.1209652","10.555787","NA","15228"
"Percentage of people who are fairly active","White British","White British & Other","Nov 2021 to Nov 2022","Yorkshire and the Humber","Region","NA","All","16+","All","10.9","%","14449.5","1579.3","11.7","10.2","0.4","14995"
"Percentage of people who are fairly active","Any Other White Background","White British & Other","Nov 2021 to Nov 2022","East","Region","NA","All","16+","All","10.2","%","1304.1","133.3","12.7","8.2","1.2","1382"
"Percentage of people who are fairly active","Any Other White Background","White British & Other","Nov 2015 to Nov 2016","East","Region","NA","All","16+","All","11.8","%","1209","143","57","9.8","NA","1431"
"Percentage of people who are fairly active","Any Other White Background","White British & Other","Nov 2016 to Nov 2017","East","Region","NA","All","16+","All","11.7","%","1176","138","13.9","9.8","NA","1432"
